granularity;manufacturer;device;series;manufacturer_type;catalog_number;rated_current_A;poles_total;poles_protected;pole_configuration;characteristic;breaking_capacity_kA;residual_current_mA;rcd_type;voltage_type;heat_loss_W;heat_loss_basis;catalog_status;verification;notes;source_url
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C20 A 30mA;;20;2;1;1P+N;C;10;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C20 AC 100mA;;20;2;1;1P+N;C;10;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C20 AC 100mA;;20;2;1;1P+N;C;10;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C20 AC 300mA;;20;2;1;1P+N;C;10;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C20 AC 300mA;;20;2;1;1P+N;C;10;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C20 AC 30mA;;20;2;1;1P+N;C;10;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C20 AC 30mA;;20;2;1;1P+N;C;10;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 A 100mA;;25;2;1;1P+N;B;10;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 A 100mA;;25;2;1;1P+N;B;10;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 A 300mA;;25;2;1;1P+N;B;10;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 A 300mA;;25;2;1;1P+N;B;10;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 A 30mA;;25;2;1;1P+N;B;10;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 A 30mA;;25;2;1;1P+N;B;10;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 AC 100mA;;25;2;1;1P+N;B;10;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 AC 100mA;;25;2;1;1P+N;B;10;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 AC 300mA;;25;2;1;1P+N;B;10;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 AC 300mA;;25;2;1;1P+N;B;10;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 AC 30mA;;25;2;1;1P+N;B;10;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B25 AC 30mA;;25;2;1;1P+N;B;10;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 A 100mA;;25;2;1;1P+N;C;10;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 A 100mA;;25;2;1;1P+N;C;10;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 A 300mA;;25;2;1;1P+N;C;10;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 A 300mA;;25;2;1;1P+N;C;10;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 A 30mA;;25;2;1;1P+N;C;10;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 A 30mA;;25;2;1;1P+N;C;10;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 AC 100mA;;25;2;1;1P+N;C;10;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 AC 100mA;;25;2;1;1P+N;C;10;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 AC 300mA;;25;2;1;1P+N;C;10;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 AC 300mA;;25;2;1;1P+N;C;10;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 AC 30mA;;25;2;1;1P+N;C;10;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C25 AC 30mA;;25;2;1;1P+N;C;10;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 A 100mA;;32;2;1;1P+N;B;10;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 A 100mA;;32;2;1;1P+N;B;10;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 A 300mA;;32;2;1;1P+N;B;10;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 A 300mA;;32;2;1;1P+N;B;10;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 A 30mA;;32;2;1;1P+N;B;10;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 A 30mA;;32;2;1;1P+N;B;10;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 AC 100mA;;32;2;1;1P+N;B;10;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 AC 100mA;;32;2;1;1P+N;B;10;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 AC 300mA;;32;2;1;1P+N;B;10;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 AC 300mA;;32;2;1;1P+N;B;10;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 AC 30mA;;32;2;1;1P+N;B;10;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B32 AC 30mA;;32;2;1;1P+N;B;10;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 A 100mA;;32;2;1;1P+N;C;10;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 A 100mA;;32;2;1;1P+N;C;10;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 A 300mA;;32;2;1;1P+N;C;10;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 A 300mA;;32;2;1;1P+N;C;10;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 A 30mA;;32;2;1;1P+N;C;10;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 A 30mA;;32;2;1;1P+N;C;10;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 AC 100mA;;32;2;1;1P+N;C;10;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 AC 100mA;;32;2;1;1P+N;C;10;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 AC 300mA;;32;2;1;1P+N;C;10;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 AC 300mA;;32;2;1;1P+N;C;10;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 AC 30mA;;32;2;1;1P+N;C;10;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C32 AC 30mA;;32;2;1;1P+N;C;10;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 A 100mA;;40;2;1;1P+N;B;10;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 A 100mA;;40;2;1;1P+N;B;10;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 A 300mA;;40;2;1;1P+N;B;10;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 A 300mA;;40;2;1;1P+N;B;10;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 A 30mA;;40;2;1;1P+N;B;10;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 A 30mA;;40;2;1;1P+N;B;10;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 AC 100mA;;40;2;1;1P+N;B;10;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 AC 100mA;;40;2;1;1P+N;B;10;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 AC 300mA;;40;2;1;1P+N;B;10;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 AC 300mA;;40;2;1;1P+N;B;10;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 AC 30mA;;40;2;1;1P+N;B;10;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N B40 AC 30mA;;40;2;1;1P+N;B;10;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 A 100mA;;40;2;1;1P+N;C;10;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 A 100mA;;40;2;1;1P+N;C;10;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 A 300mA;;40;2;1;1P+N;C;10;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 A 300mA;;40;2;1;1P+N;C;10;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 A 30mA;;40;2;1;1P+N;C;10;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 A 30mA;;40;2;1;1P+N;C;10;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 AC 100mA;;40;2;1;1P+N;C;10;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 AC 100mA;;40;2;1;1P+N;C;10;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 AC 300mA;;40;2;1;1P+N;C;10;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 AC 300mA;;40;2;1;1P+N;C;10;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 AC 30mA;;40;2;1;1P+N;C;10;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-H;Ex9BL-H 1P+N C40 AC 30mA;;40;2;1;1P+N;C;10;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
series;NOARK;Jističochránič;Ex9BL-N;;;;;;;;;;;;;;current;series_from_manufacturer_catalog;RCBO;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 A 100mA;;6;2;1;1P+N;B;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 A 100mA;;6;2;1;1P+N;B;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 A 300mA;;6;2;1;1P+N;B;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 A 300mA;;6;2;1;1P+N;B;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 A 30mA;;6;2;1;1P+N;B;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 A 30mA;;6;2;1;1P+N;B;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 AC 100mA;;6;2;1;1P+N;B;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 AC 100mA;;6;2;1;1P+N;B;6;100;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 AC 300mA;;6;2;1;1P+N;B;6;300;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 AC 300mA;;6;2;1;1P+N;B;6;300;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 AC 30mA;;6;2;1;1P+N;B;6;30;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N B6 AC 30mA;;6;2;1;1P+N;B;6;30;AC;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 A 100mA;;6;2;1;1P+N;C;6;100;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 A 100mA;;6;2;1;1P+N;C;6;100;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 A 300mA;;6;2;1;1P+N;C;6;300;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 A 300mA;;6;2;1;1P+N;C;6;300;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 A 30mA;;6;2;1;1P+N;C;6;30;A;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 A 30mA;;6;2;1;1P+N;C;6;30;A;AC;;;current;catalog_matrix;;https://noark-electric.eu/en/catalog/installation_devices
variant;NOARK;Jističochránič;Ex9BL-N;Ex9BL-N 1P+N C6 AC 100mA;;6;2;1;1P+N;C;6;100;AC;AC;;;current;official_family_matrix;Výrobce uvádí řady Ex9BL-N/H, 6–40 A, B/C, 30/100/300 mA, AC/A.;https://noark-electric.eu/en/catalog/installation_devices/residual_current_devices?subcategory=ex9bl-n
